filename,width,height,class,xmin,ymin,xmax,ymax
00000116.jpg,1000,600,skin,356,176,389,264
00000116.jpg,1000,600,skin,461,188,489,265
00000116.jpg,1000,600,skin,532,50,575,181
00000116.jpg,1000,600,skin,374,430,434,574
00000117.jpg,640,427,skin,292,104,330,155
00000117.jpg,640,427,skin,356,117,394,148
00000117.jpg,640,427,skin,220,235,289,302
00000117.jpg,640,427,skin,111,203,160,278
00000117.jpg,640,427,skin,74,254,109,299
00000117.jpg,640,427,skin,408,274,474,339
00000117.jpg,640,427,skin,267,275,335,347
00000117.jpg,640,427,skin,481,315,530,353
00000117.jpg,640,427,skin,305,184,367,234
00000117.jpg,640,427,skin,251,159,306,187
00000117.jpg,640,427,wrestlers,53,65,617,396
00000118.jpg,1350,900,skin,763,668,835,805
00000118.jpg,1350,900,skin,597,572,716,683
00000118.jpg,1350,900,skin,1,632,248,793
00000118.jpg,1350,900,skin,189,421,314,587
00000118.jpg,1350,900,skin,342,204,488,330
00000118.jpg,1350,900,skin,697,440,869,623
00000118.jpg,1350,900,skin,596,175,685,292
00000118.jpg,1350,900,skin,548,325,798,415
00000118.jpg,1350,900,skin,479,668,713,820
00000120.jpg,1085,525,skin,527,38,583,100
00000120.jpg,1085,525,skin,524,108,586,209
00000120.jpg,1085,525,skin,613,162,669,326
00000120.jpg,1085,525,skin,419,135,492,287
00000120.jpg,1085,525,skin,590,347,642,466
00000120.jpg,1085,525,skin,554,505,606,525
00000120.jpg,1085,525,skin,477,501,534,525
00000120.jpg,1085,525,skin,417,305,487,424
00000121.jpg,707,404,skin,215,144,297,262
00000121.jpg,707,404,skin,194,251,295,315
00000121.jpg,707,404,skin,112,247,164,313
00000121.jpg,707,404,skin,356,62,428,163
00000121.jpg,707,404,skin,377,164,473,278
00000121.jpg,707,404,skin,487,181,568,286
00000121.jpg,707,404,skin,545,241,645,298
00000121.jpg,707,404,skin,247,72,282,131
00000122.jpg,1740,1160,skin,829,856,893,1135
00000122.jpg,1740,1160,skin,682,824,778,1129
00000122.jpg,1740,1160,skin,785,302,885,482
00000122.jpg,1740,1160,skin,902,299,976,392
00000122.jpg,1740,1160,skin,596,115,701,308
00000122.jpg,1740,1160,skin,1014,146,1066,382
00000122.jpg,1740,1160,skin,1349,926,1455,1119
00000122.jpg,1740,1160,wrestler,526,13,1128,1160
00000122.jpg,1740,1160,skin,1206,1127,1442,1160
00000123.jpg,1171,1058,referee,274,187,496,1030
00000123.jpg,1171,1058,skin,646,673,744,896
00000123.jpg,1171,1058,skin,521,685,618,929
00000123.jpg,1171,1058,skin,487,211,586,295
00000123.jpg,1171,1058,skin,656,252,781,324
00000123.jpg,1171,1058,skin,621,289,678,394
00000123.jpg,1171,1058,skin,372,291,516,382
00000123.jpg,1171,1058,skin,767,178,812,293
00000124.jpg,960,720,referee,1,148,179,705
00000124.jpg,960,720,skin,517,661,586,720
00000124.jpg,960,720,skin,412,669,498,719
00000124.jpg,960,720,skin,479,203,531,274
00000124.jpg,960,720,skin,456,295,535,383
00000124.jpg,960,720,skin,330,272,431,390
00000124.jpg,960,720,skin,206,125,304,285
00000124.jpg,960,720,skin,544,329,612,472
00000126.jpg,450,860,skin,193,108,286,235
00000126.jpg,450,860,skin,274,443,375,648
00000126.jpg,450,860,skin,59,432,135,664
00000126.jpg,450,860,skin,164,185,255,286
00000126.jpg,450,860,skin,43,220,127,444
00000126.jpg,450,860,skin,302,211,368,429
00000127.jpg,220,183,wrestlers,68,24,155,183
00000127.jpg,220,183,skin,90,51,114,69
00000127.jpg,220,183,skin,127,57,137,71
00000127.jpg,220,183,skin,88,134,101,152
00000127.jpg,220,183,skin,133,80,140,110
00000129.jpg,2000,1122,skin,875,122,977,264
00000129.jpg,2000,1122,skin,1005,382,1233,596
00000129.jpg,2000,1122,skin,872,334,992,443
00000129.jpg,2000,1122,skin,440,495,772,781
00000129.jpg,2000,1122,skin,1136,456,1362,663
00000130.jpg,400,249,skin,162,56,230,98
00000130.jpg,400,249,skin,83,88,154,166
00000130.jpg,400,249,skin,158,160,207,227
00000130.jpg,400,249,skin,234,80,301,147
00000130.jpg,400,249,skin,276,43,316,83
00000130.jpg,400,249,skin,299,184,343,212
00000130.jpg,400,249,skin,217,186,299,208
00000130.jpg,400,249,wrestlers,14,7,385,246
00000131.jpg,0,0,skin,513,89,570,164
00000131.jpg,0,0,skin,361,218,424,437
00000131.jpg,0,0,skin,610,265,675,388
00000131.jpg,0,0,skin,488,217,548,260
00000131.jpg,0,0,skin,498,263,569,321
00000132.jpg,1800,800,skin,276,217,783,562
00000132.jpg,1800,800,skin,3,640,207,800
00000132.jpg,1800,800,skin,558,652,976,790
00000132.jpg,1800,800,skin,1074,349,1284,520
00000132.jpg,1800,800,skin,876,243,994,630
00000132.jpg,1800,800,skin,1021,537,1284,798
00000133.jpg,250,167,skin,89,52,122,81
00000133.jpg,250,167,skin,105,56,123,121
00000133.jpg,250,167,skin,152,83,194,162
00000133.jpg,250,167,skin,141,70,161,84
00000133.jpg,250,167,skin,124,75,135,89
00000133.jpg,250,167,skin,4,100,28,148
00000133.jpg,250,167,skin,68,32,97,61
00000133.jpg,250,167,skin,97,27,125,47
00000133.jpg,250,167,skin,60,119,94,156
00000133.jpg,250,167,skin,116,120,146,159
00000134.jpg,1024,659,skin,451,158,543,251
00000134.jpg,1024,659,skin,213,160,396,286
00000134.jpg,1024,659,skin,180,235,259,479
00000134.jpg,1024,659,skin,63,436,168,654
00000134.jpg,1024,659,skin,440,409,583,626
00000134.jpg,1024,659,skin,366,568,572,659
00000134.jpg,1024,659,skin,580,479,716,599
00000134.jpg,1024,659,skin,705,409,877,483
00000134.jpg,1024,659,skin,547,208,600,458
00000134.jpg,1024,659,skin,421,224,512,337
00000134.jpg,1024,659,skin,273,484,389,554
00000136.jpg,930,540,referee,158,183,318,328
00000136.jpg,930,540,wrestlers,328,149,842,437
00000136.jpg,930,540,skin,437,297,540,354
00000136.jpg,930,540,skin,375,224,420,298
00000136.jpg,930,540,skin,693,329,776,374
00000136.jpg,930,540,skin,605,257,672,298
00000136.jpg,930,540,skin,490,246,578,311
00000138.jpg,1000,520,referee,705,36,994,520
00000138.jpg,1000,520,wrestler,327,31,648,520
00000138.jpg,1000,520,skin,432,192,504,281
00000138.jpg,1000,520,skin,286,218,402,496
00000138.jpg,1000,520,skin,528,210,600,340
00000138.jpg,1000,520,skin,598,42,691,209
00000139.jpg,1112,626,wrestlers,382,30,823,615
00000139.jpg,1112,626,skin,577,313,621,478
00000139.jpg,1112,626,skin,470,135,535,184
00000139.jpg,1112,626,skin,531,65,550,113
00000139.jpg,1112,626,skin,433,172,467,210
00000139.jpg,1112,626,skin,651,239,729,297
00000139.jpg,1112,626,skin,696,282,738,383
00000139.jpg,1112,626,skin,674,316,742,372
00000139.jpg,1112,626,skin,589,442,619,532
00000139.jpg,1112,626,skin,479,222,539,288
00000140.jpg,1200,750,skin,487,108,541,182
00000140.jpg,1200,750,skin,386,333,474,440
00000140.jpg,1200,750,skin,429,425,491,593
00000140.jpg,1200,750,skin,492,378,619,462
00000140.jpg,1200,750,skin,826,431,921,576
00000140.jpg,1200,750,skin,785,522,878,646
00000140.jpg,1200,750,skin,466,276,521,325
00000140.jpg,1200,750,skin,376,105,469,202
00000140.jpg,1200,750,skin,547,186,612,267
00000140.jpg,1200,750,skin,554,271,734,354
00000140.jpg,1200,750,skin,900,533,1030,595
00000140.jpg,1200,750,skin,225,106,473,138
00000140.jpg,1200,750,wrestlers,177,45,1178,743
00000143.jpg,1200,675,skin,377,294,568,426
00000143.jpg,1200,675,skin,613,363,743,490
00000143.jpg,1200,675,skin,703,474,822,559
00000143.jpg,1200,675,skin,229,456,398,604
00000143.jpg,1200,675,skin,412,209,511,286
00000143.jpg,1200,675,skin,510,174,648,270
00000143.jpg,1200,675,skin,757,197,997,336
00000143.jpg,1200,675,wrestlers,193,144,1181,641
00000145.jpg,1024,682,skin,548,455,617,597
00000145.jpg,1024,682,skin,194,401,296,547
00000145.jpg,1024,682,referee,852,14,1024,499
00000145.jpg,1024,682,skin,402,156,491,244
00000145.jpg,1024,682,skin,558,153,599,198
00000145.jpg,1024,682,skin,372,356,480,494
00000145.jpg,1024,682,skin,405,287,487,356
00000148.jpg,2000,1333,skin,457,563,658,748
00000148.jpg,2000,1333,skin,719,541,960,702
00000148.jpg,2000,1333,skin,899,684,1057,773
00000148.jpg,2000,1333,skin,1129,726,1431,1140
00000148.jpg,2000,1333,skin,757,111,1147,469
00000148.jpg,2000,1333,skin,1065,157,1245,681
00000148.jpg,2000,1333,skin,1812,750,1976,1121
00000148.jpg,2000,1333,referee,1592,21,2000,345
00000149.jpg,842,559,skin,429,198,586,361
00000149.jpg,842,559,skin,265,412,367,524
00000149.jpg,842,559,skin,3,423,146,489
00000149.jpg,842,559,skin,704,445,789,555
00000149.jpg,842,559,skin,241,131,424,255
00000149.jpg,842,559,skin,521,83,603,206
00000149.jpg,842,559,skin,471,385,613,516
00000149.jpg,842,559,skin,274,389,351,431
00000149.jpg,842,559,skin,402,506,472,559
00000151.jpg,1085,520,skin,166,140,246,240
00000151.jpg,1085,520,skin,171,442,267,520
00000151.jpg,1085,520,skin,28,445,86,520
00000151.jpg,1085,520,skin,42,169,140,298
00000151.jpg,1085,520,skin,251,73,279,143
00000151.jpg,1085,520,skin,232,266,267,374
00000151.jpg,1085,520,skin,494,252,626,405
00000151.jpg,1085,520,skin,483,118,577,204
00000151.jpg,1085,520,skin,388,156,447,284
00000151.jpg,1085,520,skin,625,421,717,520
00000151.jpg,1085,520,skin,626,128,709,267
00000151.jpg,1085,520,skin,855,111,952,224
00000151.jpg,1085,520,skin,858,242,976,353
00000151.jpg,1085,520,skin,737,276,833,462
00000151.jpg,1085,520,skin,1017,240,1085,395
00000152.jpg,620,413,skin,327,67,366,154
00000152.jpg,620,413,skin,269,153,353,258
00000152.jpg,620,413,skin,166,164,251,294
00000152.jpg,620,413,skin,366,178,536,258
00000152.jpg,620,413,skin,66,21,199,209
00000152.jpg,620,413,skin,461,39,544,209
00000153.jpg,1040,586,skin,59,392,224,544
00000153.jpg,1040,586,skin,297,255,455,339
00000153.jpg,1040,586,skin,668,233,828,404
00000153.jpg,1040,586,skin,577,238,625,300
00000153.jpg,1040,586,skin,509,238,562,301
00000153.jpg,1040,586,skin,489,329,643,369
00000154.jpg,780,600,skin,494,368,618,513
00000154.jpg,780,600,skin,367,106,435,187
00000154.jpg,780,600,skin,321,230,403,294
00000154.jpg,780,600,skin,355,354,409,472
00000154.jpg,780,600,skin,429,191,490,287
00000154.jpg,780,600,skin,464,71,559,156
00000155.jpg,1660,1107,skin,410,347,506,507
00000155.jpg,1660,1107,skin,204,361,351,523
00000155.jpg,1660,1107,skin,728,326,803,524
00000155.jpg,1660,1107,skin,810,341,921,531
00000155.jpg,1660,1107,skin,598,180,688,272
00000155.jpg,1660,1107,skin,460,173,567,287
00000155.jpg,1660,1107,wrestlers,239,77,941,639
00000156.jpg,355,238,skin,102,63,143,106
00000156.jpg,355,238,skin,73,195,93,237
00000156.jpg,355,238,skin,23,195,60,235
00000156.jpg,355,238,skin,221,175,243,199
00000156.jpg,355,238,skin,223,218,244,238
00000156.jpg,355,238,skin,294,227,306,238
00000156.jpg,355,238,skin,222,82,259,123
00000156.jpg,355,238,skin,179,81,203,102
00000156.jpg,355,238,skin,151,63,176,85
00000156.jpg,355,238,skin,154,104,196,128
00000158.jpg,1000,750,skin,361,628,523,750
00000158.jpg,1000,750,skin,445,133,495,242
00000158.jpg,1000,750,skin,302,275,393,382
00000158.jpg,1000,750,skin,422,263,473,337
00000159.jpg,728,335,skin,120,251,217,330
00000159.jpg,728,335,skin,315,114,486,266
00000159.jpg,728,335,skin,499,7,578,204
00000159.jpg,728,335,skin,302,4,396,95
00000159.jpg,728,335,skin,412,1,472,77
00000159.jpg,728,335,skin,573,9,675,83
00000160.jpg,1200,800,skin,569,283,631,370
00000160.jpg,1200,800,skin,660,398,736,546
00000160.jpg,1200,800,skin,577,397,627,493
00000160.jpg,1200,800,skin,669,146,755,392
00000160.jpg,1200,800,skin,392,287,536,419
00000160.jpg,1200,800,skin,267,148,385,299
00000162.jpg,668,500,skin,288,217,343,290
00000162.jpg,668,500,skin,291,147,346,211
00000162.jpg,668,500,skin,254,477,301,500
00000162.jpg,668,500,referee,456,112,594,499
00000162.jpg,668,500,skin,115,240,271,398
00000162.jpg,668,500,skin,368,198,417,293
00000164.jpg,1280,720,skin,803,282,974,448
00000164.jpg,1280,720,skin,667,159,747,253
00000164.jpg,1280,720,skin,176,371,263,464
00000164.jpg,1280,720,skin,197,258,263,353
00000164.jpg,1280,720,referee,340,92,673,695
00000164.jpg,1280,720,skin,293,395,368,556
00000164.jpg,1280,720,skin,101,391,147,578
00000164.jpg,1280,720,skin,701,277,762,372
00000164.jpg,1280,720,skin,562,257,663,432
00000165.jpg,800,450,skin,282,86,371,189
00000165.jpg,800,450,skin,467,209,611,450
00000165.jpg,800,450,skin,362,191,429,310
00000165.jpg,800,450,skin,309,259,395,450
00000166.jpg,5017,3338,referee,535,601,2004,3338
00000166.jpg,5017,3338,skin,3259,3014,3695,3338
00000166.jpg,5017,3338,skin,2600,3129,3017,3338
00000166.jpg,5017,3338,skin,2067,1155,2635,1855
00000166.jpg,5017,3338,skin,2765,1242,3209,1701
00000166.jpg,5017,3338,skin,3424,1303,4165,3088
00000167.jpg,1200,938,skin,392,150,481,260
00000167.jpg,1200,938,skin,261,266,361,494
00000167.jpg,1200,938,skin,332,549,483,824
00000167.jpg,1200,938,skin,653,487,966,785
00000167.jpg,1200,938,skin,580,655,707,787
00000167.jpg,1200,938,skin,509,808,672,874
00000167.jpg,1200,938,skin,706,629,777,713
00000167.jpg,1200,938,skin,499,242,630,345
00000170.jpg,420,260,wrestler,114,37,370,254
00000170.jpg,420,260,skin,21,83,106,232
00000170.jpg,420,260,skin,273,86,321,145
00000170.jpg,420,260,skin,208,150,235,196
00000170.jpg,420,260,skin,306,164,343,215
00000170.jpg,420,260,skin,235,59,257,94
00000170.jpg,420,260,skin,244,96,267,130
00000170.jpg,420,260,skin,238,135,321,145
00000170.jpg,420,260,skin,181,94,228,230
00000171.jpg,1280,853,skin,760,571,842,668
00000171.jpg,1280,853,skin,375,633,659,749
00000171.jpg,1280,853,skin,1102,660,1279,756
00000171.jpg,1280,853,skin,823,647,906,750
00000171.jpg,1280,853,skin,728,387,817,528
00000173.jpg,584,389,skin,184,58,226,99
00000173.jpg,584,389,skin,239,121,277,155
00000173.jpg,584,389,skin,304,178,344,246
00000173.jpg,584,389,skin,346,185,386,247
00000173.jpg,584,389,skin,470,252,504,299
00000173.jpg,584,389,skin,225,265,258,314
00000173.jpg,584,389,skin,179,134,218,222
00000173.jpg,584,389,skin,86,213,163,325
00000174.jpg,0,0,skin,374,94,433,173
00000174.jpg,0,0,skin,369,197,429,284
00000174.jpg,0,0,skin,455,200,526,322
00000174.jpg,0,0,skin,538,31,607,231
00000174.jpg,0,0,skin,211,204,337,304
00000174.jpg,0,0,skin,203,59,245,243
00000175.jpg,1200,864,skin,636,319,768,472
00000175.jpg,1200,864,skin,704,496,850,640
00000175.jpg,1200,864,skin,529,513,662,737
00000175.jpg,1200,864,skin,103,434,500,648
00000175.jpg,1200,864,skin,865,317,1079,617
00000175.jpg,1200,864,referee,904,454,1111,864
00000178.jpg,660,440,skin,296,48,357,117
00000178.jpg,660,440,skin,324,124,379,191
00000178.jpg,660,440,skin,223,141,314,398
00000178.jpg,660,440,skin,397,134,489,376
00000178.jpg,660,440,skin,302,386,370,416
00000179.jpg,2048,1365,skin,1221,205,1334,386
00000179.jpg,2048,1365,skin,811,127,897,459
00000179.jpg,2048,1365,skin,613,760,765,948
00000179.jpg,2048,1365,skin,428,814,601,981
00000179.jpg,2048,1365,skin,1084,471,1434,1297
00000179.jpg,2048,1365,skin,936,342,1201,574
00000179.jpg,2048,1365,skin,1424,699,1567,803
00000184.jpg,2815,2815,referee,1569,117,2366,2815
00000184.jpg,2815,2815,skin,670,1688,875,2481
00000184.jpg,2815,2815,skin,864,1662,1093,2381
00000184.jpg,2815,2815,skin,998,765,1230,1687
00000184.jpg,2815,2815,skin,801,589,988,845
00000184.jpg,2815,2815,skin,372,626,734,846
00000184.jpg,2815,2815,skin,714,424,830,630
00000184.jpg,2815,2815,skin,514,2313,699,2592
00000184.jpg,2815,2815,skin,69,2136,390,2408
00000186.jpg,1280,720,skin,491,130,626,317
00000186.jpg,1280,720,skin,737,306,969,638
00000186.jpg,1280,720,skin,637,562,944,713
00000188.jpg,450,357,skin,207,35,245,83
00000188.jpg,450,357,skin,205,89,238,143
00000188.jpg,450,357,skin,119,104,184,178
00000188.jpg,450,357,skin,256,119,331,196
00000188.jpg,450,357,skin,210,320,259,357
00000188.jpg,450,357,skin,152,304,190,357
00000188.jpg,450,357,referee,37,141,124,357
00000191.jpg,700,420,referee,5,61,130,420
00000191.jpg,700,420,skin,378,83,450,154
00000191.jpg,700,420,skin,422,168,492,420
00000191.jpg,700,420,skin,289,139,334,230
00000191.jpg,700,420,skin,181,142,296,178
00000191.jpg,700,420,skin,173,55,220,177
00000194.jpg,1200,800,skin,895,94,984,258
00000194.jpg,1200,800,skin,876,218,970,384
00000194.jpg,1200,800,skin,913,592,1021,783
00000194.jpg,1200,800,skin,422,677,691,767
00000194.jpg,1200,800,skin,383,387,470,508
00000194.jpg,1200,800,skin,495,355,542,457
00000194.jpg,1200,800,skin,1031,259,1114,651
00000194.jpg,1200,800,skin,671,205,834,482
00000194.jpg,1200,800,skin,266,398,368,554
00000194.jpg,1200,800,skin,654,565,792,697
00000194.jpg,1200,800,skin,56,494,224,800
00000195.jpg,840,590,skin,221,353,339,481
00000195.jpg,840,590,skin,468,288,540,488
00000195.jpg,840,590,skin,430,203,605,291
00000195.jpg,840,590,skin,312,127,439,218
00000195.jpg,840,590,skin,433,68,491,135
00000195.jpg,840,590,skin,382,369,464,511
00000196.jpg,460,259,referee,131,7,212,194
00000196.jpg,460,259,wrestlers,173,120,302,256
00000197.jpg,750,500,referee,393,34,542,468
00000197.jpg,750,500,skin,308,294,330,422
00000197.jpg,750,500,skin,329,132,359,175
00000197.jpg,750,500,skin,324,89,362,126
00000197.jpg,750,500,skin,261,139,318,291
00000197.jpg,750,500,skin,335,309,356,417
00000197.jpg,750,500,skin,376,125,407,183
00000200.jpg,385,300,skin,323,136,372,237
00000200.jpg,385,300,skin,257,47,312,118
00000200.jpg,385,300,skin,80,171,106,214
00000200.jpg,385,300,skin,56,124,89,158
00000200.jpg,385,300,skin,48,50,105,107
00000200.jpg,385,300,skin,114,61,126,95
00000200.jpg,385,300,skin,139,50,159,81
00000200.jpg,385,300,skin,37,191,61,221
00000201.jpg,550,366,skin,263,95,293,145
00000201.jpg,550,366,skin,272,141,312,201
00000201.jpg,550,366,skin,299,312,324,366
00000201.jpg,550,366,skin,263,328,292,366
00000201.jpg,550,366,skin,326,151,372,319
00000201.jpg,550,366,skin,221,155,265,299
00000202.jpg,1200,799,wrestlers,336,30,862,722
00000202.jpg,1200,799,skin,481,422,537,620
00000202.jpg,1200,799,skin,455,160,546,285
00000202.jpg,1200,799,skin,609,134,729,214
00000202.jpg,1200,799,skin,733,114,779,175
00000202.jpg,1200,799,skin,341,374,431,568
00000202.jpg,1200,799,skin,704,229,854,404
00000202.jpg,1200,799,skin,442,100,493,158
00000203.jpg,600,686,skin,130,445,174,612
00000203.jpg,600,686,skin,171,375,371,414
00000203.jpg,600,686,skin,527,445,579,514
00000203.jpg,600,686,skin,429,455,519,520
00000203.jpg,600,686,skin,219,100,274,252
00000203.jpg,600,686,skin,84,333,179,473
00000203.jpg,600,686,skin,463,326,526,423
00000203.jpg,600,686,wrestlers,25,15,594,666
00000204.jpg,1920,1080,skin,756,188,901,358
00000204.jpg,1920,1080,skin,647,439,751,1074
00000204.jpg,1920,1080,skin,807,351,961,527
00000204.jpg,1920,1080,skin,1015,277,1232,518
00000204.jpg,1920,1080,referee,1117,243,1540,1080
00000204.jpg,1920,1080,skin,753,1033,840,1080
00000206.jpg,350,253,skin,161,68,193,114
00000206.jpg,350,253,skin,159,108,197,172
00000206.jpg,350,253,skin,93,91,146,156
00000206.jpg,350,253,skin,198,100,272,172
00000206.jpg,350,253,referee,238,142,347,253
00000207.jpg,728,335,skin,64,191,147,335
00000207.jpg,728,335,skin,123,22,251,145
00000207.jpg,728,335,skin,445,69,575,174
00000207.jpg,728,335,skin,344,80,387,146
00000207.jpg,728,335,skin,271,89,324,144
00000207.jpg,728,335,skin,467,141,555,299
00000207.jpg,728,335,skin,630,241,691,335
00000207.jpg,728,335,skin,573,211,618,335
00000208.jpg,4294,2863,skin,2021,2025,2481,2853
00000208.jpg,4294,2863,skin,1217,2253,1764,2863
00000208.jpg,4294,2863,skin,1942,787,2397,1277
00000208.jpg,4294,2863,skin,2518,809,2831,983
00000208.jpg,4294,2863,skin,2358,1161,2827,1542
00000208.jpg,4294,2863,skin,1632,479,2142,985
00000210.jpg,2000,1125,referee,1450,33,2000,1107
00000210.jpg,2000,1125,skin,475,770,903,1120
00000210.jpg,2000,1125,skin,547,14,686,659
00000210.jpg,2000,1125,skin,1202,425,1333,643
00000210.jpg,2000,1125,skin,892,616,1097,729
00000210.jpg,2000,1125,skin,739,278,902,652
00000210.jpg,2000,1125,skin,104,271,461,588
00000210.jpg,2000,1125,skin,897,421,1193,565
00000212.jpg,1800,800,skin,894,101,984,227
00000212.jpg,1800,800,skin,1269,403,1455,650
00000212.jpg,1800,800,skin,440,415,671,794
00000212.jpg,1800,800,skin,749,248,836,643
00000212.jpg,1800,800,skin,985,181,1076,273
00000212.jpg,1800,800,skin,1098,122,1282,259
00000213.jpg,740,440,skin,361,124,420,218
00000213.jpg,740,440,skin,227,282,323,415
00000213.jpg,740,440,skin,196,119,311,240
00000213.jpg,740,440,skin,511,96,640,232
00000213.jpg,740,440,skin,469,337,577,440
00000213.jpg,740,440,skin,425,182,490,380
00000215.jpg,740,440,skin,280,102,335,160
00000215.jpg,740,440,skin,132,199,191,245
00000215.jpg,740,440,skin,208,135,273,194
00000215.jpg,740,440,skin,94,248,177,426
00000215.jpg,740,440,skin,363,91,432,170
00000216.jpg,1200,562,skin,113,415,236,512
00000216.jpg,1200,562,skin,453,439,554,530
00000216.jpg,1200,562,skin,298,276,658,417
00000216.jpg,1200,562,skin,324,249,394,510
00000216.jpg,1200,562,skin,753,98,887,283
00000216.jpg,1200,562,skin,841,312,913,396
00000216.jpg,1200,562,skin,852,233,1006,351
00000216.jpg,1200,562,skin,533,158,641,285
00000216.jpg,1200,562,skin,206,222,378,334
00000216.jpg,1200,562,skin,192,355,295,443
00000219.jpg,0,0,skin,275,213,432,381
00000219.jpg,0,0,skin,1258,482,1617,759
00000219.jpg,0,0,skin,832,730,1021,870
00000219.jpg,0,0,skin,1023,752,1259,898
00000219.jpg,0,0,skin,576,242,789,449
00000219.jpg,0,0,skin,1136,326,1360,482
00000219.jpg,0,0,skin,441,477,553,871
00000220.jpg,900,600,skin,459,101,560,230
00000220.jpg,900,600,skin,320,287,456,378
00000220.jpg,900,600,skin,386,399,474,521
00000220.jpg,900,600,skin,361,141,431,270
00000220.jpg,900,600,skin,260,161,312,289
00000220.jpg,900,600,skin,389,38,440,106
00000220.jpg,900,600,skin,275,137,327,188
00000220.jpg,900,600,wrestlers,233,26,738,591
00000221.jpg,1200,630,skin,441,318,629,514
00000221.jpg,1200,630,skin,188,272,353,433
00000221.jpg,1200,630,skin,126,495,229,630
00000221.jpg,1200,630,skin,365,7,515,347
00000221.jpg,1200,630,skin,570,514,644,630
00000221.jpg,1200,630,skin,542,11,673,164
00000222.jpg,1296,729,skin,465,209,649,320
00000222.jpg,1296,729,skin,737,434,855,625
00000222.jpg,1296,729,skin,606,428,675,602
00000222.jpg,1296,729,skin,493,425,542,459
00000222.jpg,1296,729,skin,533,558,601,654
00000222.jpg,1296,729,skin,484,116,546,233
00000222.jpg,1296,729,skin,540,48,588,138
00000222.jpg,1296,729,skin,928,242,974,314
00000222.jpg,1296,729,skin,887,274,945,351
00000222.jpg,1296,729,skin,355,114,476,215
00000222.jpg,1296,729,skin,677,185,881,281
00000222.jpg,1296,729,skin,997,316,1133,542
00000223.jpg,540,360,referee,327,75,441,355
00000223.jpg,540,360,skin,240,321,270,360
00000223.jpg,540,360,skin,203,317,237,360
00000223.jpg,540,360,skin,177,184,212,330
00000223.jpg,540,360,skin,260,164,299,234
00000223.jpg,540,360,skin,227,129,258,170
00000223.jpg,540,360,skin,222,169,247,213
00000224.jpg,383,450,skin,73,133,112,271
00000224.jpg,383,450,skin,75,265,110,320
00000224.jpg,383,450,skin,54,331,101,386
00000224.jpg,383,450,skin,174,373,225,429
00000224.jpg,383,450,skin,135,117,175,163
00000224.jpg,383,450,skin,139,65,182,128
00000224.jpg,383,450,skin,187,130,254,333
00000224.jpg,383,450,skin,244,150,306,202
00000224.jpg,383,450,skin,319,274,380,367
00000224.jpg,383,450,skin,250,334,285,412
00000224.jpg,383,450,skin,292,389,319,420
00000224.jpg,383,450,referee,327,104,383,250
00000225.jpg,680,343,skin,361,225,529,305
00000225.jpg,680,343,skin,147,184,251,306
00000225.jpg,680,343,skin,190,67,273,197
00000225.jpg,680,343,skin,50,111,122,246
00000225.jpg,680,343,skin,377,114,443,224
00000225.jpg,680,343,skin,93,105,144,132
00000226.jpg,2000,1125,skin,783,760,947,1092
00000226.jpg,2000,1125,skin,242,754,497,1033
00000226.jpg,2000,1125,skin,935,659,1131,996
00000226.jpg,2000,1125,skin,824,304,998,479
00000226.jpg,2000,1125,skin,916,347,996,776
00000226.jpg,2000,1125,referee,1448,172,1685,987
00000226.jpg,2000,1125,skin,1152,90,1256,247
00000226.jpg,2000,1125,skin,1177,229,1317,427
00000226.jpg,2000,1125,skin,1336,255,1479,530
00000228.jpg,1920,1080,skin,467,484,680,826
00000228.jpg,1920,1080,skin,727,472,832,797
00000228.jpg,1920,1080,skin,1029,394,1125,663
00000228.jpg,1920,1080,skin,1145,209,1281,568
00000228.jpg,1920,1080,skin,859,135,1013,303
00000228.jpg,1920,1080,skin,990,252,1074,301
00000228.jpg,1920,1080,wrestlers,489,66,1389,1019
00000229.jpg,0,0,skin,182,247,245,319
00000229.jpg,0,0,skin,36,297,139,395
00000229.jpg,0,0,skin,457,303,559,375
00000229.jpg,0,0,skin,289,89,320,151
00000229.jpg,0,0,skin,309,258,387,342
00000229.jpg,0,0,skin,253,300,304,361
00000229.jpg,0,0,skin,266,149,312,203
00000229.jpg,0,0,skin,371,144,469,243
00000231.jpg,1200,834,skin,596,443,733,666
00000231.jpg,1200,834,skin,303,353,544,447
00000231.jpg,1200,834,skin,479,198,588,295
00000231.jpg,1200,834,skin,792,391,868,543
00000231.jpg,1200,834,skin,390,453,457,734
00000231.jpg,1200,834,skin,383,211,488,306
00000231.jpg,1200,834,skin,504,63,722,163
00000231.jpg,1200,834,skin,520,154,686,248
00000232.jpg,1024,683,skin,462,125,557,258
00000232.jpg,1024,683,skin,311,268,387,456
00000232.jpg,1024,683,skin,296,490,353,556
00000232.jpg,1024,683,skin,483,410,574,479
00000232.jpg,1024,683,skin,388,227,450,358
00000232.jpg,1024,683,skin,485,301,516,426
00000236.jpg,1440,958,skin,733,294,823,444
00000236.jpg,1440,958,referee,146,209,608,956
00000236.jpg,1440,958,skin,806,465,939,657
00000236.jpg,1440,958,skin,668,28,740,436
00000236.jpg,1440,958,skin,723,434,823,538
00000237.jpg,1280,720,referee,4,303,200,630
00000237.jpg,1280,720,wrestlers,256,371,602,606
00000239.jpg,400,267,referee,35,43,138,262
00000239.jpg,400,267,skin,214,185,261,267
